"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"441" "441 Emergency appendicectomy" "441" "441 Emergency appendicectomy"
"443" "443 Prophylactic appendicectomy" "443" "443 Prophylactic appendicectomy"
"444" "444 Appendicectomy, not otherwise stated" "444" "444 Appendicectomy, not otherwise stated"
"445" "445 Other operations on appendix" "445" "445 Other operations on appendix"
"4451" "445.1 Other operations on appendix : appendicostomy closure" "4451" "445.1 Other operations on appendix : appendicostomy closure"
"4452" "445.2 Other operations on appendix : fistulization" "4452" "445.2 Other operations on appendix : fistulization"
"4453" "445.3 Other operations on appendix : inversion" "4453" "445.3 Other operations on appendix : inversion"
"446" "446 Diverticulectomy of intestine" "446" "446 Diverticulectomy of intestine"
"450" "450 Enterotomy" "450" "450 Enterotomy"
"4501" "450.1 Enterotomy : biopsy, not elsewhere classified" "4501" "450.1 Enterotomy : biopsy, not elsewhere classified"
"452" "452 Excision of small intestine or lesion" "452" "452 Excision of small intestine or lesion"
"4521" "452.1 Excision of small intestine or lesion : local excision of lesion" "4521" "452.1 Excision of small intestine or lesion : local excision of lesion"
"4522" "452.2 Excision of small intestine or lesion : resection with re-anastomosis" "4522" "452.2 Excision of small intestine or lesion : resection with re-anastomosis"
"4523" "452.3 Excision of small intestine or lesion : resection with enterostomy" "4523" "452.3 Excision of small intestine or lesion : resection with enterostomy"
"453" "453 Enterostomy, not elsewhere classified" "453" "453 Enterostomy, not elsewhere classified"
"4531" "453.1 Enterostomy, not elsewhere classified : ileostomy" "4531" "453.1 Enterostomy, not elsewhere classified : ileostomy"
"454" "454 Anastomosis of intestine, not elsewhere classified" "454" "454 Anastomosis of intestine, not elsewhere classified"
"4541" "454.1 Anastomosis of intestine, not elsewhere classified : small - small" "4541" "454.1 Anastomosis of intestine, not elsewhere classified : small - small"
"4542" "454.2 Anastomosis of intestine, not elsewhere classified : small - large" "4542" "454.2 Anastomosis of intestine, not elsewhere classified : small - large"
"4543" "454.3 Anastomosis of intestine, not elsewhere classified : large - large" "4543" "454.3 Anastomosis of intestine, not elsewhere classified : large - large"
"4547" "454.7 Anastomosis of intestine, not elsewhere classified : revision" "4547" "454.7 Anastomosis of intestine, not elsewhere classified : revision"
"455" "455 Reduction of intussusception" "455" "455 Reduction of intussusception"
"456" "456 Reduction of obstruction, not elsewhere classified" "456" "456 Reduction of obstruction, not elsewhere classified"
"458" "458 Repair of perforated duodenal ulcer" "458" "458 Repair of perforated duodenal ulcer"
"459" "459 Enterrorrhaphy, not elsewhere classified" "459" "459 Enterrorrhaphy, not elsewhere classified"
"460" "460 Colectomy and resection, not elsewhere classified" "460" "460 Colectomy and resection, not elsewhere classified"
"4601" "460.1 Colectomy and resection, not elsewhere classified : with enterostomy" "4601" "460.1 Colectomy and resection, not elsewhere classified : with enterostomy"
"4602" "460.2 Colectomy and resection, not elsewhere classified : with anastomosis" "4602" "460.2 Colectomy and resection, not elsewhere classified : with anastomosis"
"4604" "460.4 Colectomy and resection, not elsewhere classified : for interposition" "4604" "460.4 Colectomy and resection, not elsewhere classified : for interposition"
"4605" "460.5 Colectomy and resection, not elsewhere classified : excision colostomy mucosa" "4605" "460.5 Colectomy and resection, not elsewhere classified : excision colostomy mucosa"
"461" "461 Complete colectomy" "461" "461 Complete colectomy"
"462" "462 Colostomy, primary" "462" "462 Colostomy, primary"
"4621" "462.1 Colostomy, primary : exteriorization" "4621" "462.1 Colostomy, primary : exteriorization"
"4625" "462.5 Colostomy, primary : petineal" "4625" "462.5 Colostomy, primary : petineal"
"463" "463 Enterostomy modifications, not elsewhere classified" "463" "463 Enterostomy modifications, not elsewhere classified"
"4631" "463.1 Enterostomy modifications, not elsewhere classified : closure of stoma" "4631" "463.1 Enterostomy modifications, not elsewhere classified : closure of stoma"
"4632" "463.2 Enterostomy modifications, not elsewhere classified : revision, resection" "4632" "463.2 Enterostomy modifications, not elsewhere classified : revision, resection"
"4633" "463.3 Enterostomy modifications, not elsewhere classified : dilatation of stoma" "4633" "463.3 Enterostomy modifications, not elsewhere classified : dilatation of stoma"
"464" "464 Colon by-pass" "464" "464 Colon by-pass"
"465" "465 Mobilisation of bowel" "465" "465 Mobilisation of bowel"
"466" "466 Excision of lesion of large intestine" "466" "466 Excision of lesion of large intestine"
"467" "467 Resection of bowel for interposition" "467" "467 Resection of bowel for interposition"
"468" "468 Sigmoidoscopy" "468" "468 Sigmoidoscopy"
"4681" "468.1 Sigmoidoscopy : with biopsy" "4681" "468.1 Sigmoidoscopy : with biopsy"
"4685" "468.5 Sigmoidoscopy : lavage" "4685" "468.5 Sigmoidoscopy : lavage"
"469" "469 Other operations on intestine, not elsewhere classified" "469" "469 Other operations on intestine, not elsewhere classified"
"4691" "469.1 Other operations on intestine, not elsewhere classified : fixation" "4691" "469.1 Other operations on intestine, not elsewhere classified : fixation"
"4692" "469.2 Other operations on intestine, not elsewhere classified : relief of obstruction, not elsewhere class" "4692" "469.2 Other operations on intestine, not elsewhere classified : relief of obstruction, not elsewhere class"
"4693" "469.3 Other operations on intestine, not elsewhere classified : intra-abdominal manipulations" "4693" "469.3 Other operations on intestine, not elsewhere classified : intra-abdominal manipulations"
"4695" "469.5 Other operations on intestine, not elsewhere classified : isolation loop for dialysis" "4695" "469.5 Other operations on intestine, not elsewhere classified : isolation loop for dialysis"
"470" "470 Incision of rectum" "470" "470 Incision of rectum"
"4701" "470.1 Incision of rectum : biopsy" "4701" "470.1 Incision of rectum : biopsy"
"471" "471 Excision of rectum, not elsewhere classified" "471" "471 Excision of rectum, not elsewhere classified"
"4711" "471.1 Excision of rectum, not elsewhere classified : abdominal-anal operation or anastomosis" "4711" "471.1 Excision of rectum, not elsewhere classified : abdominal-anal operation or anastomosis"
"4712" "471.2 Excision of rectum, not elsewhere classified : intra pelvic proctectomy" "4712" "471.2 Excision of rectum, not elsewhere classified : intra pelvic proctectomy"
"4713" "471.3 Excision of rectum, not elsewhere classified : sphincter preservation" "4713" "471.3 Excision of rectum, not elsewhere classified : sphincter preservation"
"4714" "471.4 Excision of rectum, not elsewhere classified : pull through resection" "4714" "471.4 Excision of rectum, not elsewhere classified : pull through resection"
"472" "472 Abdomino-perineal excision of rectum" "472" "472 Abdomino-perineal excision of rectum"
"473" "473 Excision and destruction of lesion of rectum" "473" "473 Excision and destruction of lesion of rectum"
"474" "474 Repair and anastomosis of rectum" "474" "474 Repair and anastomosis of rectum"
"4741" "474.1 Repair and anastomosis of rectum : imperforate anus" "4741" "474.1 Repair and anastomosis of rectum : imperforate anus"
"4742" "474.2 Repair and anastomosis of rectum : rectocele" "4742" "474.2 Repair and anastomosis of rectum : rectocele"
"4743" "474.3 Repair and anastomosis of rectum : closure of stoma" "4743" "474.3 Repair and anastomosis of rectum : closure of stoma"
"4744" "474.4 Repair and anastomosis of rectum : proctoplasty" "4744" "474.4 Repair and anastomosis of rectum : proctoplasty"
"475" "475 Repair of rectal prolapse" "475" "475 Repair of rectal prolapse"
"476" "476 Proctoscopy" "476" "476 Proctoscopy"
"479" "479 Other operations on rectum" "479" "479 Other operations on rectum"
"4791" "479.1 Other operations on rectum : proctostomy" "4791" "479.1 Other operations on rectum : proctostomy"
"4792" "479.2 Other operations on rectum : dilation" "4792" "479.2 Other operations on rectum : dilation"
"4793" "479.3 Other operations on rectum : manipulation of rectum" "4793" "479.3 Other operations on rectum : manipulation of rectum"
"480" "480 Incision of peri-anal or peri-rectal tissue" "480" "480 Incision of peri-anal or peri-rectal tissue"
"4801" "480.1 Incision of peri-anal or peri-rectal tissue : ischio-rectal abscess" "4801" "480.1 Incision of peri-anal or peri-rectal tissue : ischio-rectal abscess"
"4802" "480.2 Incision of peri-anal or peri-rectal tissue : pilonidal cyst" "4802" "480.2 Incision of peri-anal or peri-rectal tissue : pilonidal cyst"
"481" "481 Incision of other anal lesion" "481" "481 Incision of other anal lesion"
"4811" "481.1 Incision of other anal lesion : incision of fistula" "4811" "481.1 Incision of other anal lesion : incision of fistula"
"4812" "481.2 Incision of other anal lesion : division of anal sphincter" "4812" "481.2 Incision of other anal lesion : division of anal sphincter"
"482" "482 Excision of anal fistula" "482" "482 Excision of anal fistula"
"483" "483 Excision of anal fissure" "483" "483 Excision of anal fissure"
"484" "484 Other excision of anus or anal lesion" "484" "484 Other excision of anus or anal lesion"
"4841" "484.1 Other excision of anus or anal lesion : local excision of lesion" "4841" "484.1 Other excision of anus or anal lesion : local excision of lesion"
"4842" "484.2 Other excision of anus or anal lesion : excision of anus" "4842" "484.2 Other excision of anus or anal lesion : excision of anus"
"4843" "484.3 Other excision of anus or anal lesion : excision of pilonidal sinus" "4843" "484.3 Other excision of anus or anal lesion : excision of pilonidal sinus"
"485" "485 Dilatation of anal sphincter" "485" "485 Dilatation of anal sphincter"
"486" "486 Repair of anus" "486" "486 Repair of anus"
"4861" "486.1 Repair of anus : repair of sphincter" "4861" "486.1 Repair of anus : repair of sphincter"
"4862" "486.2 Repair of anus : sphincterectomy" "4862" "486.2 Repair of anus : sphincterectomy"
"490" "490 Injection of haemorrhoids" "490" "490 Injection of haemorrhoids"
"491" "491 Ligature of haemorrhoids" "491" "491 Ligature of haemorrhoids"
"492" "492 Destruction of haemorrhoids" "492" "492 Destruction of haemorrhoids"
"493" "493 Haemorrhoidectomy" "493" "493 Haemorrhoidectomy"
"494" "494 Removal of tags" "494" "494 Removal of tags"
"495" "495 Other operations on haemorrhoids" "495" "495 Other operations on haemorrhoids"
"499" "499 Other operations on anus" "499" "499 Other operations on anus"
"4991" "499.1 Other operations on anus : biopsy" "4991" "499.1 Other operations on anus : biopsy"
"4992" "499.2 Other operations on anus : cauterization, not elsewhere classified" "4992" "499.2 Other operations on anus : cauterization, not elsewhere classified"
"500" "500 Hepatectomy" "500" "500 Hepatectomy"
"5001" "500.1 Hepatectomy : removal of cyst, lesion" "5001" "500.1 Hepatectomy : removal of cyst, lesion"
"5002" "500.2 Hepatectomy : destruction of lesion" "5002" "500.2 Hepatectomy : destruction of lesion"
"5003" "500.3 Hepatectomy : hemihepatectomy, lobectomy" "5003" "500.3 Hepatectomy : hemihepatectomy, lobectomy"
"5004" "500.4 Hepatectomy : total hepatectomy" "5004" "500.4 Hepatectomy : total hepatectomy"
"5005" "500.5 Hepatectomy : liver transplant" "5005" "500.5 Hepatectomy : liver transplant"
"501" "501 Needle biopsy" "501" "501 Needle biopsy"
"502" "502 Repair of liver" "502" "502 Repair of liver"
"5021" "502.1 Repair of liver : suture of liver" "5021" "502.1 Repair of liver : suture of liver"
"503" "503 Percutaneous cholangiography" "503" "503 Percutaneous cholangiography"
"509" "509 Other operations on liver" "509" "509 Other operations on liver"
"5091" "509.1 Other operations on liver : open biopsy" "5091" "509.1 Other operations on liver : open biopsy"
"5092" "509.2 Other operations on liver : drainage of liver (amoebic) abscess, hepatotomy" "5092" "509.2 Other operations on liver : drainage of liver (amoebic) abscess, hepatotomy"
"5093" "509.3 Other operations on liver : percutaneous aspiration of abscess" "5093" "509.3 Other operations on liver : percutaneous aspiration of abscess"
"5094" "509.4 Other operations on liver : marsupialization" "5094" "509.4 Other operations on liver : marsupialization"
"5097" "509.7 Other operations on liver : extracorporeal hepatic assistance" "5097" "509.7 Other operations on liver : extracorporeal hepatic assistance"
"510" "510 Incision of bile duct" "510" "510 Incision of bile duct"
"5101" "510.1 Incision of bile duct : biopsy" "5101" "510.1 Incision of bile duct : biopsy"
"5102" "510.2 Incision of bile duct : transduodenal, sphincter of Oddi" "5102" "510.2 Incision of bile duct : transduodenal, sphincter of Oddi"
"5103" "510.3 Incision of bile duct : relief of internal stricture, occlusion nec" "5103" "510.3 Incision of bile duct : relief of internal stricture, occlusion nec"
"511" "511 Removal of calculus from bile ducts" "511" "511 Removal of calculus from bile ducts"
"512" "512 Drainage of bile duct" "512" "512 Drainage of bile duct"
"513" "513 Anastomosis of bile ducts" "513" "513 Anastomosis of bile ducts"
"5132" "513.2 Anastomosis of bile ducts : repair or plastic operation" "5132" "513.2 Anastomosis of bile ducts : repair or plastic operation"
"5133" "513.3 Anastomosis of bile ducts : with excision of stricture" "5133" "513.3 Anastomosis of bile ducts : with excision of stricture"
"514" "514 Cholangiography" "514" "514 Cholangiography"
"519" "519 Other operations on bile ducts" "519" "519 Other operations on bile ducts"
"5192" "519.2 Other operations on bile ducts : excision of biljary ducts" "5192" "519.2 Other operations on bile ducts : excision of biljary ducts"
"5193" "519.3 Other operations on bile ducts : removal of prosthesis" "5193" "519.3 Other operations on bile ducts : removal of prosthesis"
"5194" "519.4 Other operations on bile ducts : other repair" "5194" "519.4 Other operations on bile ducts : other repair"
"520" "520 Incision of gall bladder" "520" "520 Incision of gall bladder"
"5201" "520.1 Incision of gall bladder : biopsy" "5201" "520.1 Incision of gall bladder : biopsy"
"5202" "520.2 Incision of gall bladder : drainage" "5202" "520.2 Incision of gall bladder : drainage"
"521" "521 Removal of stones from gall bladder" "521" "521 Removal of stones from gall bladder"
"522" "522 Cholecystectomy" "522" "522 Cholecystectomy"
"5222" "522.2 Cholecystectomy : with drainage" "5222" "522.2 Cholecystectomy : with drainage"
"523" "523 Anastomosis of gall bladder to jejunum" "523" "523 Anastomosis of gall bladder to jejunum"
"524" "524 Other anastomosis of gall bladder" "524" "524 Other anastomosis of gall bladder"
"525" "525 Repair of gall bladder" "525" "525 Repair of gall bladder"
"526" "526 Excision of lesion of gall bladder" "526" "526 Excision of lesion of gall bladder"
"529" "529 Other operation on gall bladder" "529" "529 Other operation on gall bladder"
"530" "530 Pancreatotomy" "530" "530 Pancreatotomy"
"5301" "530.1 Pancreatotomy : drainage of abscess or cyst" "5301" "530.1 Pancreatotomy : drainage of abscess or cyst"
"5302" "530.2 Pancreatotomy : removal of calculus" "5302" "530.2 Pancreatotomy : removal of calculus"
"531" "531 Pancreatectomy" "531" "531 Pancreatectomy"
"5311" "531.1 Pancreatectomy : partial" "5311" "531.1 Pancreatectomy : partial"
"5312" "531.2 Pancreatectomy : total" "5312" "531.2 Pancreatectomy : total"
"5313" "531.3 Pancreatectomy : radical" "5313" "531.3 Pancreatectomy : radical"
"532" "532 Excision of lesion of pancreas" "532" "532 Excision of lesion of pancreas"
"5321" "532.1 Excision of lesion of pancreas : with anastomosis of duct" "5321" "532.1 Excision of lesion of pancreas : with anastomosis of duct"
"533" "533 Anastomosis of pancreatic duct" "533" "533 Anastomosis of pancreatic duct"
"5331" "533.1 Anastomosis of pancreatic duct : internal drainage of cyst" "5331" "533.1 Anastomosis of pancreatic duct : internal drainage of cyst"
"539" "539 Other operations on pancreas" "539" "539 Other operations on pancreas"
"5391" "539.1 Other operations on pancreas : biopsy" "5391" "539.1 Other operations on pancreas : biopsy"
"5392" "539.2 Other operations on pancreas : marsupialization of cyst" "5392" "539.2 Other operations on pancreas : marsupialization of cyst"
"5393" "539.3 Other operations on pancreas : transplantation" "5393" "539.3 Other operations on pancreas : transplantation"
"5394" "539.4 Other operations on pancreas : dilation" "5394" "539.4 Other operations on pancreas : dilation"
"540" "540 Splenectomy" "540" "540 Splenectomy"
"5401" "540.1 Splenectomy : excision of lesion" "5401" "540.1 Splenectomy : excision of lesion"
"541" "541 Biopsy of spleen" "541" "541 Biopsy of spleen"
"5411" "541.1 Biopsy of spleen : percutaneous biopsy" "5411" "541.1 Biopsy of spleen : percutaneous biopsy"
"542" "542 Operations on vessels of spleen, not elsewhere classified" "542" "542 Operations on vessels of spleen, not elsewhere classified"
"5421" "542.1 Operations on vessels of spleen, not elsewhere classified : ligature" "5421" "542.1 Operations on vessels of spleen, not elsewhere classified : ligature"
"5422" "542.2 Operations on vessels of spleen, not elsewhere classified : injection" "5422" "542.2 Operations on vessels of spleen, not elsewhere classified : injection"
"5423" "542.3 Operations on vessels of spleen, not elsewhere classified : anastomosis" "5423" "542.3 Operations on vessels of spleen, not elsewhere classified : anastomosis"
"5424" "542.4 Operations on vessels of spleen, not elsewhere classified : venography" "5424" "542.4 Operations on vessels of spleen, not elsewhere classified : venography"
"543" "543 Portal anastomosis or shunt" "543" "543 Portal anastomosis or shunt"
"5431" "543.1 Portal anastomosis or shunt : porta-caval" "5431" "543.1 Portal anastomosis or shunt : porta-caval"
"5432" "543.2 Portal anastomosis or shunt : superior mesenteric vein" "5432" "543.2 Portal anastomosis or shunt : superior mesenteric vein"
"5433" "543.3 Portal anastomosis or shunt : spleno-renal" "5433" "543.3 Portal anastomosis or shunt : spleno-renal"
"5434" "543.4 Portal anastomosis or shunt : extracorporeal portal filtration" "5434" "543.4 Portal anastomosis or shunt : extracorporeal portal filtration"
"544" "544 Other operations on abdominal veins, not elsewhere classified" "544" "544 Other operations on abdominal veins, not elsewhere classified"
"5442" "544.2 Other operations on abdominal veins, not elsewhere classified : anti-embolic filter" "5442" "544.2 Other operations on abdominal veins, not elsewhere classified : anti-embolic filter"
"549" "549 Other operations on spleen" "549" "549 Other operations on spleen"
"5491" "549.1 Other operations on spleen : splenotomy" "5491" "549.1 Other operations on spleen : splenotomy"
"5492" "549.2 Other operations on spleen : splenopexy, repair, suture" "5492" "549.2 Other operations on spleen : splenopexy, repair, suture"
"5493" "549.3 Other operations on spleen : freeing from adhesions" "5493" "549.3 Other operations on spleen : freeing from adhesions"
"5494" "549.4 Other operations on spleen : transplantation, spleen to chest" "5494" "549.4 Other operations on spleen : transplantation, spleen to chest"
"550" "550 Exploration and drainage of peri-renal tissue" "550" "550 Exploration and drainage of peri-renal tissue"
"551" "551 Freeing of retro-peritoneal adhesions" "551" "551 Freeing of retro-peritoneal adhesions"
"552" "552 Operations on abdominal vessels, not elsewhere classified" "552" "552 Operations on abdominal vessels, not elsewhere classified"
"5521" "552.1 Operations on abdominal vessels, not elsewhere classified : embolectomy and thrombectomy" "5521" "552.1 Operations on abdominal vessels, not elsewhere classified : embolectomy and thrombectomy"
"5522" "552.2 Operations on abdominal vessels, not elsewhere classified : endarterectomy" "5522" "552.2 Operations on abdominal vessels, not elsewhere classified : endarterectomy"
"5523" "552.3 Operations on abdominal vessels, not elsewhere classified : graft, repair, reconstruction, prosthesi" "5523" "552.3 Operations on abdominal vessels, not elsewhere classified : graft, repair, reconstruction, prosthesi"
"5524" "552.4 Operations on abdominal vessels, not elsewhere classified : by pass operation" "5524" "552.4 Operations on abdominal vessels, not elsewhere classified : by pass operation"
"5525" "552.5 Operations on abdominal vessels, not elsewhere classified : resection with anastomosis" "5525" "552.5 Operations on abdominal vessels, not elsewhere classified : resection with anastomosis"
"5526" "552.6 Operations on abdominal vessels, not elsewhere classified : plication of vena cava" "5526" "552.6 Operations on abdominal vessels, not elsewhere classified : plication of vena cava"
"554" "554 Open reduction of pelvic fracture" "554" "554 Open reduction of pelvic fracture"
"557" "557 Translumbar aortogram" "557" "557 Translumbar aortogram"
"559" "559 Abdominal operations, not elsewhere classified" "559" "559 Abdominal operations, not elsewhere classified"
"5591" "559.1 Abdominal operations, not elsewhere classified : pelvic exenteration, not elsewhere classified" "5591" "559.1 Abdominal operations, not elsewhere classified : pelvic exenteration, not elsewhere classified"
"5592" "559.2 Abdominal operations, not elsewhere classified : retroperitoneal pneumography" "5592" "559.2 Abdominal operations, not elsewhere classified : retroperitoneal pneumography"
"5593" "559.3 Abdominal operations, not elsewhere classified : repair of multiple pelvic injuries" "5593" "559.3 Abdominal operations, not elsewhere classified : repair of multiple pelvic injuries"
"5594" "559.4 Abdominal operations, not elsewhere classified : other multiple abdominal injuries" "5594" "559.4 Abdominal operations, not elsewhere classified : other multiple abdominal injuries"
"5595" "559.5 Abdominal operations, not elsewhere classified : transperitineal operations on spine and pelvis" "5595" "559.5 Abdominal operations, not elsewhere classified : transperitineal operations on spine and pelvis"
"560" "560 Nephrotomy, not elsewhere classified" "560" "560 Nephrotomy, not elsewhere classified"
"5601" "560.1 Nephrotomy, not elsewhere classified : exploration" "5601" "560.1 Nephrotomy, not elsewhere classified : exploration"
"5602" "560.2 Nephrotomy, not elsewhere classified : biopsy, not elsewhere classified" "5602" "560.2 Nephrotomy, not elsewhere classified : biopsy, not elsewhere classified"
"5603" "560.3 Nephrotomy, not elsewhere classified : removal of foreign body" "5603" "560.3 Nephrotomy, not elsewhere classified : removal of foreign body"
"561" "561 Nephrostomy and pyelostomy" "561" "561 Nephrostomy and pyelostomy"
"5611" "561.1 Nephrostomy and pyelostomy : drainage of kidney" "5611" "561.1 Nephrostomy and pyelostomy : drainage of kidney"
"5612" "561.2 Nephrostomy and pyelostomy : drainage of renal pelvis" "5612" "561.2 Nephrostomy and pyelostomy : drainage of renal pelvis"
"562" "562 Pyelotomy" "562" "562 Pyelotomy"
"563" "563 Removal of renal calculus" "563" "563 Removal of renal calculus"
"5631" "563.1 Removal of renal calculus : nephrolithotomy" "5631" "563.1 Removal of renal calculus : nephrolithotomy"
"5632" "563.2 Removal of renal calculus : pyelolithotomy" "5632" "563.2 Removal of renal calculus : pyelolithotomy"
"5633" "563.3 Removal of renal calculus : removal without incision" "5633" "563.3 Removal of renal calculus : removal without incision"
"564" "564 Percutaneous puncture of kidney" "564" "564 Percutaneous puncture of kidney"
"5641" "564.1 Percutaneous puncture of kidney : biopsy" "5641" "564.1 Percutaneous puncture of kidney : biopsy"
"5642" "564.2 Percutaneous puncture of kidney : other aspiration" "5642" "564.2 Percutaneous puncture of kidney : other aspiration"
"5643" "564.3 Percutaneous puncture of kidney : injection" "5643" "564.3 Percutaneous puncture of kidney : injection"
"565" "565 Removal of kidney, complete" "565" "565 Removal of kidney, complete"
"566" "566 Transplantation of kidney" "566" "566 Transplantation of kidney"
"5661" "566.1 Transplantation of kidney : donor" "5661" "566.1 Transplantation of kidney : donor"
"5662" "566.2 Transplantation of kidney : cadaver" "5662" "566.2 Transplantation of kidney : cadaver"
"567" "567 Excision or destruction of lesion of kidney" "567" "567 Excision or destruction of lesion of kidney"
"5671" "567.1 Excision or destruction of lesion of kidney : partial nephrectomy" "5671" "567.1 Excision or destruction of lesion of kidney : partial nephrectomy"
"5672" "567.2 Excision or destruction of lesion of kidney : excision of cyst, tumour" "5672" "567.2 Excision or destruction of lesion of kidney : excision of cyst, tumour"
"568" "568 Repair of kidney and renal pelvis" "568" "568 Repair of kidney and renal pelvis"
"569" "569 Nephropexy" "569" "569 Nephropexy"
"571" "571 Renal arterial and venous puncture" "571" "571 Renal arterial and venous puncture"
"5711" "571.1 Renal arterial and venous puncture : arteriography" "5711" "571.1 Renal arterial and venous puncture : arteriography"
"5712" "571.2 Renal arterial and venous puncture : venography" "5712" "571.2 Renal arterial and venous puncture : venography"
"579" "579 Other operations on kidney" "579" "579 Other operations on kidney"
"5792" "579.2 Other operations on kidney : decapsulation" "5792" "579.2 Other operations on kidney : decapsulation"
"5794" "579.4 Other operations on kidney : replacement of drainage tubes" "5794" "579.4 Other operations on kidney : replacement of drainage tubes"
"5795" "579.5 Other operations on kidney : freeing of adhesions" "5795" "579.5 Other operations on kidney : freeing of adhesions"
"580" "580 Ureterolithotomy" "580" "580 Ureterolithotomy"
"581" "581 Ureterotomy, not elsewhere classified" "581" "581 Ureterotomy, not elsewhere classified"
"582" "582 Resection of ureter or lesion" "582" "582 Resection of ureter or lesion"
"5821" "582.1 Resection of ureter or lesion : fisbulectomy" "5821" "582.1 Resection of ureter or lesion : fisbulectomy"
"5824" "582.4 Resection of ureter or lesion : ureterocele" "5824" "582.4 Resection of ureter or lesion : ureterocele"
"585" "585 Repair of ureter" "585" "585 Repair of ureter"
"587" "587 Cystoscopic operation on ureter" "587" "587 Cystoscopic operation on ureter"
"5871" "587.1 Cystoscopic operation on ureter : catheterisation of ureter, not otherwise stated" "5871" "587.1 Cystoscopic operation on ureter : catheterisation of ureter, not otherwise stated"
"5872" "587.2 Cystoscopic operation on ureter : lithotomy" "5872" "587.2 Cystoscopic operation on ureter : lithotomy"
"5873" "587.3 Cystoscopic operation on ureter : meatotomy" "5873" "587.3 Cystoscopic operation on ureter : meatotomy"
"5875" "587.5 Cystoscopic operation on ureter : pyelography" "5875" "587.5 Cystoscopic operation on ureter : pyelography"
"589" "589 Other operations on ureter, not elsewhere classified" "589" "589 Other operations on ureter, not elsewhere classified"
"5891" "589.1 Other operations on ureter, not elsewhere classified : biopsy" "5891" "589.1 Other operations on ureter, not elsewhere classified : biopsy"
"5892" "589.2 Other operations on ureter, not elsewhere classified : freeing of adhesions" "5892" "589.2 Other operations on ureter, not elsewhere classified : freeing of adhesions"
"5893" "589.3 Other operations on ureter, not elsewhere classified : dilation" "5893" "589.3 Other operations on ureter, not elsewhere classified : dilation"
"591" "591 Urinary division: to exterior" "591" "591 Urinary division: to exterior"
"5911" "591.1 Urinary division: to exterior : cutaneous ureterostomy" "5911" "591.1 Urinary division: to exterior : cutaneous ureterostomy"
"5912" "591.2 Urinary division: to exterior : ileal conduit, open ileal bladder" "5912" "591.2 Urinary division: to exterior : ileal conduit, open ileal bladder"
"5913" "591.3 Urinary division: to exterior : colonic conduit" "5913" "591.3 Urinary division: to exterior : colonic conduit"
"592" "592 Urinary diversion: to bowel" "592" "592 Urinary diversion: to bowel"
"5921" "592.1 Urinary diversion: to bowel : uretero-ileostomy" "5921" "592.1 Urinary diversion: to bowel : uretero-ileostomy"
"5922" "592.2 Urinary diversion: to bowel : uretero-colostomy" "5922" "592.2 Urinary diversion: to bowel : uretero-colostomy"
"5923" "592.3 Urinary diversion: to bowel : uretero-sigmoid proctostomy" "5923" "592.3 Urinary diversion: to bowel : uretero-sigmoid proctostomy"
"5924" "592.4 Urinary diversion: to bowel : uretero-sigmoidostomy with colostomy" "5924" "592.4 Urinary diversion: to bowel : uretero-sigmoidostomy with colostomy"
"593" "593 Urinary diversion: anastomosis, not elsewhere classified" "593" "593 Urinary diversion: anastomosis, not elsewhere classified"
"594" "594 Urinary diversion: other, not elsewhere classified" "594" "594 Urinary diversion: other, not elsewhere classified"
"5941" "594.1 Urinary diversion: other, not elsewhere classified : secondary operation, not otherwise stated" "5941" "594.1 Urinary diversion: other, not elsewhere classified : secondary operation, not otherwise stated"
"5942" "594.2 Urinary diversion: other, not elsewhere classified : repair of stomal opening" "5942" "594.2 Urinary diversion: other, not elsewhere classified : repair of stomal opening"
"595" "595 Repair of urinary tract, not elsewhere classified" "595" "595 Repair of urinary tract, not elsewhere classified"
"5952" "595.2 Repair of urinary tract, not elsewhere classified : uretero-ureterostomy" "5952" "595.2 Repair of urinary tract, not elsewhere classified : uretero-ureterostomy"
"5953" "595.3 Repair of urinary tract, not elsewhere classified : ureteral substitute" "5953" "595.3 Repair of urinary tract, not elsewhere classified : ureteral substitute"
"5954" "595.4 Repair of urinary tract, not elsewhere classified : re-implantation into bladder" "5954" "595.4 Repair of urinary tract, not elsewhere classified : re-implantation into bladder"
"5958" "595.8 Repair of urinary tract, not elsewhere classified : plastic operation" "5958" "595.8 Repair of urinary tract, not elsewhere classified : plastic operation"
"600" "600 Cystotomy" "600" "600 Cystotomy"
"6001" "600.1 Cystotomy : stab cystotomy" "6001" "600.1 Cystotomy : stab cystotomy"
"6002" "600.2 Cystotomy : removal of calculus" "6002" "600.2 Cystotomy : removal of calculus"
"6003" "600.3 Cystotomy : exploration" "6003" "600.3 Cystotomy : exploration"
"6004" "600.4 Cystotomy : suprapubic drainage" "6004" "600.4 Cystotomy : suprapubic drainage"
"6006" "600.6 Cystotomy : replacement, catheter" "6006" "600.6 Cystotomy : replacement, catheter"
"601" "601 Cystectomy, total" "601" "601 Cystectomy, total"
"6011" "601.1 Cystectomy, total : anterior pelvic clearance (bladder-male)" "6011" "601.1 Cystectomy, total : anterior pelvic clearance (bladder-male)"
"6012" "601.2 Cystectomy, total : radical cystectomy" "6012" "601.2 Cystectomy, total : radical cystectomy"
"602" "602 Extirpation of lesion of bladder by open operation" "602" "602 Extirpation of lesion of bladder by open operation"
