"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"1393" "139.3 Other operation on conjunctiva : division of adhesions and symblepharon" "1393" "139.3 Other operation on conjunctiva : division of adhesions and symblepharon"
"140" "140 Keratotomy" "140" "140 Keratotomy"
"142" "142 Excision and destruction of lesion of cornea" "142" "142 Excision and destruction of lesion of cornea"
"143" "143 Removal of foreign body in anterior eye" "143" "143 Removal of foreign body in anterior eye"
"1431" "143.1 Removal of foreign body in anterior eye : magnetic extraction" "1431" "143.1 Removal of foreign body in anterior eye : magnetic extraction"
"144" "144 Suture of cornea" "144" "144 Suture of cornea"
"145" "145 Keratorplasty" "145" "145 Keratorplasty"
"1451" "145.1 Keratorplasty : lamellar graft" "1451" "145.1 Keratorplasty : lamellar graft"
"1452" "145.2 Keratorplasty : whole thickness graft" "1452" "145.2 Keratorplasty : whole thickness graft"
"1453" "145.3 Keratorplasty : refractive keratopiasty" "1453" "145.3 Keratorplasty : refractive keratopiasty"
"1454" "145.4 Keratorplasty : keratoprosthetic implant" "1454" "145.4 Keratorplasty : keratoprosthetic implant"
"149" "149 Other operation on cornea" "149" "149 Other operation on cornea"
"1491" "149.1 Other operation on cornea : biopsy" "1491" "149.1 Other operation on cornea : biopsy"
"1492" "149.2 Other operation on cornea : tattooing" "1492" "149.2 Other operation on cornea : tattooing"
"150" "150 Iridotomy" "150" "150 Iridotomy"
"1501" "150.1 Iridotomy : iridodialysis" "1501" "150.1 Iridotomy : iridodialysis"
"1502" "150.2 Iridotomy : iridosclerotomy" "1502" "150.2 Iridotomy : iridosclerotomy"
"1503" "150.3 Iridotomy : removal of foreign body" "1503" "150.3 Iridotomy : removal of foreign body"
"1504" "150.4 Iridotomy : transfixation" "1504" "150.4 Iridotomy : transfixation"
"151" "151 Iridectomy" "151" "151 Iridectomy"
"1512" "151.2 Iridectomy : for glaucoma" "1512" "151.2 Iridectomy : for glaucoma"
"1513" "151.3 Iridectomy : optical" "1513" "151.3 Iridectomy : optical"
"1514" "151.4 Iridectomy : partial iridocyclectomy" "1514" "151.4 Iridectomy : partial iridocyclectomy"
"1517" "151.7 Iridectomy : bilateral" "1517" "151.7 Iridectomy : bilateral"
"153" "153 Iridoplasty and filtering operations" "153" "153 Iridoplasty and filtering operations"
"155" "155 Other operations on iris" "155" "155 Other operations on iris"
"1551" "155.1 Other operations on iris : excision of lesion" "1551" "155.1 Other operations on iris : excision of lesion"
"1552" "155.2 Other operations on iris : stretching,  iridotasis" "1552" "155.2 Other operations on iris : stretching,  iridotasis"
"156" "156 Cyclodialysis" "156" "156 Cyclodialysis"
"157" "157 Destruction of ciliary body" "157" "157 Destruction of ciliary body"
"1573" "157.3 Destruction of ciliary body : goniotomy" "1573" "157.3 Destruction of ciliary body : goniotomy"
"1574" "157.4 Destruction of ciliary body : trabeculectomy" "1574" "157.4 Destruction of ciliary body : trabeculectomy"
"158" "158 Other operations on anterior chamber" "158" "158 Other operations on anterior chamber"
"1581" "158.1 Other operations on anterior chamber : paracentesis" "1581" "158.1 Other operations on anterior chamber : paracentesis"
"1582" "158.2 Other operations on anterior chamber : injection" "1582" "158.2 Other operations on anterior chamber : injection"
"159" "159 Other operation on iris and ciliary body" "159" "159 Other operation on iris and ciliary body"
"1591" "159.1 Other operation on iris and ciliary body : biopsy" "1591" "159.1 Other operation on iris and ciliary body : biopsy"
"1592" "159.2 Other operation on iris and ciliary body : excision of prolapsed iris" "1592" "159.2 Other operation on iris and ciliary body : excision of prolapsed iris"
"161" "161 Sclerectomy, not elsewhere classified" "161" "161 Sclerectomy, not elsewhere classified"
"162" "162 Corneo-scleral trephine and sclerotomy" "162" "162 Corneo-scleral trephine and sclerotomy"
"163" "163 Buckling procedure for retinal reattachment, not elsewhere classified" "163" "163 Buckling procedure for retinal reattachment, not elsewhere classified"
"1631" "163.1 Buckling procedure for retinal reattachment, not elsewhere classified : overlay, suture, scleroplast" "1631" "163.1 Buckling procedure for retinal reattachment, not elsewhere classified : overlay, suture, scleroplast"
"1632" "163.2 Buckling procedure for retinal reattachment, not elsewhere classified : scleral imbrication, bucklin" "1632" "163.2 Buckling procedure for retinal reattachment, not elsewhere classified : scleral imbrication, bucklin"
"1635" "163.5 Buckling procedure for retinal reattachment, not elsewhere classified : resection of sclera, cerclag" "1635" "163.5 Buckling procedure for retinal reattachment, not elsewhere classified : resection of sclera, cerclag"
"1637" "163.7 Buckling procedure for retinal reattachment, not elsewhere classified : with graft or implant" "1637" "163.7 Buckling procedure for retinal reattachment, not elsewhere classified : with graft or implant"
"164" "164 Other operations on sclera" "164" "164 Other operations on sclera"
"1641" "164.1 Other operations on sclera : drainage of subretinal fluid release of vitreous traction" "1641" "164.1 Other operations on sclera : drainage of subretinal fluid release of vitreous traction"
"1642" "164.2 Other operations on sclera : suture of wound or injury" "1642" "164.2 Other operations on sclera : suture of wound or injury"
"1643" "164.3 Other operations on sclera : repair of staphyloma" "1643" "164.3 Other operations on sclera : repair of staphyloma"
"1644" "164.4 Other operations on sclera : scleroplasty" "1644" "164.4 Other operations on sclera : scleroplasty"
"165" "165 Elevation of choroid" "165" "165 Elevation of choroid"
"166" "166 Coagulation of retina or lesion" "166" "166 Coagulation of retina or lesion"
"1661" "166.1 Coagulation of retina or lesion : photo-coagulation (light)" "1661" "166.1 Coagulation of retina or lesion : photo-coagulation (light)"
"1662" "166.2 Coagulation of retina or lesion : chemical diathermy, electrocoagulation" "1662" "166.2 Coagulation of retina or lesion : chemical diathermy, electrocoagulation"
"1663" "166.3 Coagulation of retina or lesion : cryotherapy probe" "1663" "166.3 Coagulation of retina or lesion : cryotherapy probe"
"167" "167 Extraction of foreign body from eye, not classified elsewhere" "167" "167 Extraction of foreign body from eye, not classified elsewhere"
"1671" "167.1 Extraction of foreign body from eye, not classified elsewhere : magnetic extraction" "1671" "167.1 Extraction of foreign body from eye, not classified elsewhere : magnetic extraction"
"168" "168 Operations on vitreous segment" "168" "168 Operations on vitreous segment"
"1681" "168.1 Operations on vitreous segment : aspiration" "1681" "168.1 Operations on vitreous segment : aspiration"
"1682" "168.2 Operations on vitreous segment : replacement" "1682" "168.2 Operations on vitreous segment : replacement"
"169" "169 Other operations on retina, or choroid" "169" "169 Other operations on retina, or choroid"
"1691" "169.1 Other operations on retina, or choroid : biopsy of retina or choroid." "1691" "169.1 Other operations on retina, or choroid : biopsy of retina or choroid."
"170" "170 Discission of cataract and capsulotomy" "170" "170 Discission of cataract and capsulotomy"
"1701" "170.1 Discission of cataract and capsulotomy : anterior lens capsule" "1701" "170.1 Discission of cataract and capsulotomy : anterior lens capsule"
"1702" "170.2 Discission of cataract and capsulotomy : posterior lens capsule" "1702" "170.2 Discission of cataract and capsulotomy : posterior lens capsule"
"1703" "170.3 Discission of cataract and capsulotomy : discission after cataract" "1703" "170.3 Discission of cataract and capsulotomy : discission after cataract"
"172" "172 Capsulectomy, not elsewhere classified" "172" "172 Capsulectomy, not elsewhere classified"
"173" "173 Extra-capsular extraction of cataract" "173" "173 Extra-capsular extraction of cataract"
"174" "174 Intra-capsular extraction of cataract" "174" "174 Intra-capsular extraction of cataract"
"1741" "174.1 Intra-capsular extraction of cataract : forceps extraction" "1741" "174.1 Intra-capsular extraction of cataract : forceps extraction"
"1742" "174.2 Intra-capsular extraction of cataract : linear extraction" "1742" "174.2 Intra-capsular extraction of cataract : linear extraction"
"1743" "174.3 Intra-capsular extraction of cataract : chymotrypsin" "1743" "174.3 Intra-capsular extraction of cataract : chymotrypsin"
"1744" "174.4 Intra-capsular extraction of cataract : suction, ventouse, erisiphake" "1744" "174.4 Intra-capsular extraction of cataract : suction, ventouse, erisiphake"
"1745" "174.5 Intra-capsular extraction of cataract : cryo-extraction" "1745" "174.5 Intra-capsular extraction of cataract : cryo-extraction"
"176" "176 Other extraction of lens, not elsewhere classified" "176" "176 Other extraction of lens, not elsewhere classified"
"178" "178 Intra-ocular aphakia implant" "178" "178 Intra-ocular aphakia implant"
"1781" "178.1 Intra-ocular aphakia implant : insertion" "1781" "178.1 Intra-ocular aphakia implant : insertion"
"1782" "178.2 Intra-ocular aphakia implant : removal" "1782" "178.2 Intra-ocular aphakia implant : removal"
"179" "179 Other operation on lens" "179" "179 Other operation on lens"
"1791" "179.1 Other operation on lens : biopsy" "1791" "179.1 Other operation on lens : biopsy"
"1792" "179.2 Other operation on lens : removal of foreign body by magnet" "1792" "179.2 Other operation on lens : removal of foreign body by magnet"
"1793" "179.3 Other operation on lens : removal of foreign body by incision" "1793" "179.3 Other operation on lens : removal of foreign body by incision"
"180" "180 Operations on lacrimal gland" "180" "180 Operations on lacrimal gland"
"1801" "180.1 Operations on lacrimal gland : biopsy of gland" "1801" "180.1 Operations on lacrimal gland : biopsy of gland"
"1802" "180.2 Operations on lacrimal gland : incision, exploration" "1802" "180.2 Operations on lacrimal gland : incision, exploration"
"1803" "180.3 Operations on lacrimal gland : excision" "1803" "180.3 Operations on lacrimal gland : excision"
"181" "181 Dacryocystectomy" "181" "181 Dacryocystectomy"
"182" "182 Dacryocystorhinostomy" "182" "182 Dacryocystorhinostomy"
"183" "183 Instrumentation of nasolacrimal duct" "183" "183 Instrumentation of nasolacrimal duct"
"1831" "183.1 Instrumentation of nasolacrimal duct : dilatation" "1831" "183.1 Instrumentation of nasolacrimal duct : dilatation"
"184" "184 Incision of lacrimal sac" "184" "184 Incision of lacrimal sac"
"185" "185 Other operation on lacrimal apparatus" "185" "185 Other operation on lacrimal apparatus"
"1851" "185.1 Other operation on lacrimal apparatus : reduction of mucocele" "1851" "185.1 Other operation on lacrimal apparatus : reduction of mucocele"
"1852" "185.2 Other operation on lacrimal apparatus : CDCR conjunctiyo-dacryo-cystostomy" "1852" "185.2 Other operation on lacrimal apparatus : CDCR conjunctiyo-dacryo-cystostomy"
"1853" "185.3 Other operation on lacrimal apparatus : enlargement of punctum lacrimale" "1853" "185.3 Other operation on lacrimal apparatus : enlargement of punctum lacrimale"
"1854" "185.4 Other operation on lacrimal apparatus : biopsy of sac" "1854" "185.4 Other operation on lacrimal apparatus : biopsy of sac"
"187" "187 Probing of lacrimal passage" "187" "187 Probing of lacrimal passage"
"189" "189 Other operation on eye" "189" "189 Other operation on eye"
"1891" "189.1 Other operation on eye : biopsy of eye, not otherwise stated" "1891" "189.1 Other operation on eye : biopsy of eye, not otherwise stated"
"190" "190 Incision of external ear" "190" "190 Incision of external ear"
"1901" "190.1 Incision of external ear : drainage of abscess" "1901" "190.1 Incision of external ear : drainage of abscess"
"191" "191 Excision and destruction of external ear or lesion" "191" "191 Excision and destruction of external ear or lesion"
"192" "192 Other operation on external ear" "192" "192 Other operation on external ear"
"1921" "192.1 Other operation on external ear : biopsy" "1921" "192.1 Other operation on external ear : biopsy"
"1924" "192.4 Other operation on external ear : repair" "1924" "192.4 Other operation on external ear : repair"
"1925" "192.5 Other operation on external ear : reconstruction of meatus" "1925" "192.5 Other operation on external ear : reconstruction of meatus"
"1926" "192.6 Other operation on external ear : correction of anomaly" "1926" "192.6 Other operation on external ear : correction of anomaly"
"193" "193 Myringotomy and tympanostomy" "193" "193 Myringotomy and tympanostomy"
"1931" "193.1 Myringotomy and tympanostomy : paracentesis" "1931" "193.1 Myringotomy and tympanostomy : paracentesis"
"1932" "193.2 Myringotomy and tympanostomy : injection" "1932" "193.2 Myringotomy and tympanostomy : injection"
"1933" "193.3 Myringotomy and tympanostomy : drainage, insertion of tympanostomy tube" "1933" "193.3 Myringotomy and tympanostomy : drainage, insertion of tympanostomy tube"
"1934" "193.4 Myringotomy and tympanostomy : exploratory, tympanotomy" "1934" "193.4 Myringotomy and tympanostomy : exploratory, tympanotomy"
"1936" "193.6 Myringotomy and tympanostomy : removal of tympanostomy tube" "1936" "193.6 Myringotomy and tympanostomy : removal of tympanostomy tube"
"194" "194 Middle ear operations, not elsewhere classified" "194" "194 Middle ear operations, not elsewhere classified"
